id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
939,5.91,13.74,7.8,10.25,33.03,34.29,28.13,0.04,0.2,0.07,0.13,0.57,-3.37,6.48,0.68,0.61,6.45,5.94,0.53,-1.6,3.47,0.39,0.51,-1.01,1.53,0.42,0.01,0.61,N
940,5.79,15.46,12.25,6.24,29.67,220.95,127.27,0.09,0.04,0.06,0.06,1.2,16.18,5.67,0.7,0.61,-13.28,-5.13,0.52,1.46,2.68,0.43,0.59,-1.24,1.29,0.86,0.01,0.68,N
941,-2,23.99,7.06,8.93,20.62,124.36,82.06,0.05,0.07,0.05,0.06,1.25,10.32,-3225.19,0.35,0.57,-6.76,-3.84,0.54,-0.21,-5.32,0.36,0.5,-0.78,0.66,0.5,0.02,0.56,N
942,4.59,30.09,12.14,8.95,40.98,269.5,326.68,0.06,0.05,0.07,0.05,0.47,2.22,11.13,0.56,0.46,-9.66,-2.39,0.48,1.11,5.67,0.5,0.43,-0.76,0.68,0.94,0.02,0.65,N
943,5.68,33.14,7.99,18.2,18,212.73,174.81,0.04,0.05,0.03,0.03,0.55,-2.57,4.04,1.9,0.48,3.6,-100.05,0.45,-2.85,-2.03,0.17,0.66,-0.53,0.3,0.39,0.02,0.61,N
944,6.79,51.51,13.14,7.08,11.54,30.65,30.85,0.04,0.03,0.14,0.23,1.17,-83.95,-9.1,0.75,0.61,-7.92,-2.92,0.52,1.41,9.74,0.5,0.59,-0.77,1.13,0.72,0.01,0.57,N
945,4.86,22.49,8.24,8.16,17.86,33.97,27.79,0.11,0.05,0.05,0.05,1.79,-6.33,-9.24,0.4,0.62,-88.04,-12.4,0.53,1.14,4.53,0.46,0.47,-0.61,1.23,0.83,0.02,0.57,N
946,5.29,16.52,10.36,10.96,14.38,41.29,43.31,0.17,0.03,0.05,0.04,1.56,-3.4,2.76,0.92,0.61,3.59,5.9,0.56,1.33,1.32,0.37,0.54,-0.74,1.84,0.09,0.02,0.61,N
947,5.15,13.36,9.09,8.34,15.42,39.84,37.19,0.04,0.04,0.07,0.04,0.71,-19.89,-18.88,0.87,0.56,66.85,23.42,0.54,1.6,3.96,0.46,0.49,-1.06,1.14,0.3,0.01,0.63,N
948,6.31,10.64,13.35,9.88,41.09,21.42,21.92,0.05,0.05,0.04,0.07,0.71,-6.09,14.53,0.78,0.56,8.28,-4.56,0.55,1.38,5.45,0.5,0.53,-0.73,1.03,0.53,0.02,0.57,N
949,-2.07,15.96,9.38,16.54,20.25,34.32,48.11,0.06,0.04,0.12,0.15,0.84,-0.72,11.7,1,0.52,1.95,2.4,0.55,-1.1,0.22,0.4,0.64,-0.08,0.91,0.09,0.01,0.63,N
950,-0.34,14.75,6.03,6.5,16.7,190.46,432.33,0.04,0.09,0.08,0.04,0.59,5.96,1.65,0.92,0.52,9.44,-4.29,0.49,-0.51,-5.71,0.4,0.45,-0.53,1.12,0.69,0.01,0.63,N
951,0.3,26.33,10.08,8.78,8.57,31.83,40.02,0.03,0.07,0.05,0.03,1,-2.82,-6.91,-0.2,0.59,32.53,3.03,0.5,-1.27,2.42,0.38,0.5,-0.76,1.62,0.21,0.02,0.6,N
952,5.01,20.27,8.79,9.34,16.4,30.16,40.7,0.03,0.03,0.07,0.07,5.79,-1.51,1.2,-0.01,0.53,1.69,1.07,0.58,-2.47,10.89,0.22,0.42,-0.42,1.43,0.59,0.01,0.39,N
953,6.19,23.5,10.16,14.78,20.15,39.27,40.82,0.06,0.04,0.09,0.05,0.4,-2.18,-6.98,0.68,0.53,9.32,-3.5,0.39,-1.44,2.71,0.41,0.52,-0.68,2.01,0.54,0.02,0.64,N
954,6.9,17.03,8.75,7.25,17.24,104.29,153.67,0.04,0.06,0.05,0.04,0.41,4.89,25.67,0.48,0.3,-103.67,-2.87,0.48,-0.31,-2.63,0.42,0.47,-0.3,1.08,0.39,0.02,0.61,N
955,4.89,11.31,6.65,27.47,38.92,53.99,59.33,0.03,0.05,0.04,0.09,1.45,-3.88,9.23,0.66,0.59,7.3,10.77,0.56,1.1,7.56,0.47,0.52,-0.9,1.41,0.96,0.01,0.63,N
956,4.64,14.67,6.6,11.11,21.12,30.23,35.28,0.05,0.13,0.07,0.13,0.57,-2.35,2.44,1.92,0.57,2.48,-2.54,0.39,-1.6,4.08,0.42,0.69,0.64,0.59,0.26,0.02,0.62,N
957,18,18.27,6.29,10.6,22.47,37.45,46.85,0.06,0.05,0.06,0.07,0.56,-3.35,7.29,0.95,0.61,5.1,-3.01,0.5,1.29,8.19,0.39,0.58,-0.15,0.63,0.78,0.02,0.58,N
958,4.85,20.96,16.99,7.99,16.89,28.78,24.67,0.05,0.04,0.04,0.05,1,-3.08,2.54,0.8,0.57,2.91,6.02,0.53,1.54,6.11,0.45,0.61,-0.5,1.49,0.24,0.01,0.62,N
959,6.66,21.93,8.7,6.28,17.85,32.71,42.39,0.05,0.06,0.03,0.06,0.58,-128.63,-6.9,0.28,0.55,-9.48,-1.5,0.39,1.61,-0.9,0.43,0.54,-0.83,1.18,0.97,0.02,0.6,N
960,5.62,17.38,7.18,9.39,18.04,123.77,95.88,0.05,0.04,0.04,0.04,0.46,-36.16,23.35,0.79,0.59,261.33,-13.7,0.48,1.18,5.96,0.44,0.51,-0.52,1.47,0.76,0.02,0.59,N
961,6.84,12.61,7.24,8.16,26.41,41.34,27.94,0.04,0.04,0.05,0.04,1.12,53.09,-30.57,0.73,0.6,-12.3,-3.4,0.5,1.82,7.07,0.47,0.54,-0.67,0.78,0.49,0.02,0.61,N
962,5.15,32.19,9.57,8.4,34.52,29.47,22.49,0.08,0.07,0.03,0.03,1.79,-3.51,1.23,1.27,0.59,2.18,4.14,0.62,1,11.06,0.42,0.57,-0.86,1.77,0.76,0.01,0.59,N
963,4.7,19.74,11.25,12.81,9.94,162.75,124.99,0.05,0.03,0.05,0.06,2.79,-15.97,1.99,0.82,0.66,3.57,4.48,0.58,0.31,31.47,0.71,0.45,-0.43,0.98,0.43,0.02,0.59,N
964,6.43,15.22,19.16,11.16,88.76,96.71,42,0.07,0.1,0.03,0.04,0.84,-15.3,-56.09,0.35,0.6,-18.06,4.84,0.55,1.63,1.26,0.42,0.54,-0.77,1.48,0.33,0.02,0.62,N
965,-2.79,17.21,9.56,10.18,23.38,29.35,32.86,0.04,0.04,0.04,0.03,0.94,-3.79,6.05,1.11,0.53,6.51,10.16,0.45,0.29,-6.92,0.37,0.47,-1.17,0.38,0.18,0.01,0.63,N
966,7.07,17.37,9.42,9.99,20.09,75.12,48.98,0.09,0.05,0.06,0.09,0.87,20.08,10.45,1.14,0.53,-71.22,-2.15,0.49,1.31,13.73,0.57,0.54,-0.56,1.62,0.75,0.03,0.03,N
967,5.61,16.88,7.83,7.15,20.52,36.49,38.46,0.07,0.05,0.03,0.04,1.55,-4.27,2.78,1.66,0.58,3.06,10.02,0.53,1.18,9.86,0.55,0.72,-0.81,0.35,0.37,0.02,0.61,N
968,4.79,56.72,7.02,10.64,63.01,122.94,89.09,0.07,0.09,0.05,0.04,0.59,-14.52,3.54,1.38,0.56,9.9,-3.28,0.54,1.96,8.2,0.49,0.54,-0.28,0.84,0.3,0.01,0.5,N
969,3.95,10.48,11.12,8.46,9.05,33.94,43.53,0.06,0.04,0.04,0.05,1.07,-46.15,6.44,0.98,0.57,10.24,-30.03,0.51,0.73,8.63,0.64,0.39,-0.59,1.04,0.16,0.02,0.6,N
970,5.24,36.63,8.5,6.55,13.71,20.63,28.14,0.04,0.24,0.04,0.03,2.12,-18.4,-3.82,0.23,0.57,-5.45,112.65,0.48,-0.98,0.94,0.39,0.55,-1.46,1.21,0.5,0.02,0.56,N
971,7.21,27.15,7.13,10.9,15.47,25.65,33.22,0.05,0.13,0.13,0.13,1.79,-1.94,2.02,2.86,0.48,2.88,-0.97,0.26,-1.58,1.93,0.42,0.66,1.24,0.41,0.86,0.02,0.73,N
972,5.85,17.92,14.48,6.49,29.78,69.64,54.58,0.14,0.13,0.06,0.08,1.72,-10.53,8.93,0.76,0.54,17.6,-2.6,0.48,1.19,12.47,0.53,0.62,-0.01,0.59,0.75,0.02,0.62,N
973,6.35,134.88,6.7,22.47,24.37,107.51,205.08,0.06,0.08,0.04,0.04,0.45,-123.41,-6.75,0.71,0.56,-18.21,-2.48,0.4,1.61,11.46,0.44,0.43,-0.69,0.45,0.93,0.02,0.65,N
974,6.05,17.79,8.84,11.43,12.02,28.13,47.73,0.04,0.07,0.04,0.04,2.09,-3.66,3.44,1.03,0.54,5.3,5.76,0.53,-0.35,-3.17,0.4,0.54,-1.18,1.75,0.25,0.01,0.61,N
975,5.52,24.26,7.93,9.4,25.33,25.2,20.12,0.04,0.05,0.05,0.09,1.08,-10.63,-5.41,0.34,0.59,-7.74,-19.8,0.54,1.3,4.36,0.45,0.47,-0.74,1.22,0.53,0.02,0.03,N
976,6.7,40.74,7.67,8.15,50.45,35.44,28.59,0.04,0.04,0.05,0.03,1,-3.17,12.22,1.18,0.58,7.93,9.06,0.58,1.23,10.61,0.58,0.62,-0.81,1.05,0.16,0.01,0.63,N
977,5.33,29.89,11.09,8.06,17.31,55.29,25.48,0.07,0.04,0.04,0.05,1.88,17.2,-21.4,0.25,0.51,-9.31,10.69,0.54,1.49,-0.91,0.41,0.53,-1.09,0.88,0.36,0.02,0.56,N
978,4.02,66.01,9.34,8.18,13.01,123.85,190.98,0.06,0.05,0.04,0.06,1.15,-4.25,-88.11,0.6,0.57,67.62,-69.6,0.6,1.65,7.31,0.46,0.49,-0.68,1.1,0.6,0.01,0.6,N
979,-1.25,13.18,9.38,11.29,76.01,45.21,71.35,0.04,0.04,0.07,0.07,0.83,-5.91,13.09,0.77,0.5,15.01,-2.03,0.44,1.46,3.99,0.48,0.69,-0.51,1.71,0.91,0.02,0.6,N
980,5.81,11,8.81,9.3,19.33,27.48,24.57,0.18,0.05,0.03,0.04,0.51,-2.77,8.02,1.06,0.54,3.31,38.16,0.53,1.56,15.15,0.49,0.52,-0.95,1.64,0.58,0.01,0.55,N
981,17.95,15.28,20.82,8.14,17.68,38.29,30.83,0.18,0.12,0.08,0.09,0.54,-2.8,1.8,0.59,0.62,2.01,12.88,0.52,1.14,8.14,0.49,0.53,-0.17,1.42,0.69,0.02,0.62,N
982,11,44.14,7.45,9.74,49.25,83.04,78.2,0.05,0.09,0.04,0.05,1.93,-7.33,-329.53,0.63,0.57,22.12,-30.25,0.53,1.23,9.37,0.52,0.47,-0.97,1.43,0.49,0.02,0.62,N
983,3.29,14.93,7.55,9.64,12.55,31.43,38.09,0.06,0.05,0.04,0.04,0.6,-5.48,-8.08,0.41,0.57,-14.23,-5.03,0.5,-0.37,-2.97,0.39,0.56,-0.87,1.44,0.42,0.01,0.51,N
984,6.83,9.42,7.45,11.85,13.58,44.09,27,0.04,0.06,0.11,0.06,0.52,-5.58,3.74,0.89,0.55,3.71,-2.5,0.41,1.14,9.68,0.55,0.56,0.01,1.3,0.44,0.01,0.48,N
985,-1.41,15.56,13.44,16.29,11.93,62.77,71.8,0.06,0.07,0.05,0.06,1.57,-1.96,3.09,1.55,0.62,2.95,-8.2,0.54,1.34,12.73,0.47,0.59,-0.44,1.35,0.84,0.02,0.02,N
986,5.66,52.51,7.99,15.34,14.98,85.37,45.56,0.05,0.03,0.06,0.04,0.91,-3.57,2.09,1.29,0.53,2.42,2.84,0.6,-0.32,-8.01,0.36,0.37,-0.81,0.72,0.47,0.02,0.63,N
987,5.93,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.05,0.05,0.05,0.08,0.93,3.52,0.85,0.14,4.17,-1.5,0.24,1.75,2.36,0.47,0.69,1.52,0.26,0.07,0.01,0.63,N
988,14.31,15.92,6.98,7.06,20.74,40.21,56.23,0.03,0.06,0.09,0.08,2.01,-14.97,95.69,0.82,0.53,-35.66,7.98,0.51,-0.82,-0.72,0.43,0.39,-1.5,1.01,0.32,0.02,0.62,N
989,-0.5,26.19,9.16,7.84,15.77,411.74,110.05,0.07,0.04,0.05,0.05,2.08,-11.1,4.85,1.43,0.45,6.98,5.32,0.48,-0.98,6.87,0.44,0.29,-1.56,1.55,0.09,0.01,0.6,N
990,0.63,14.63,11,12.81,254.27,43.66,41.92,0.07,0.05,0.06,0.15,1.03,-7.72,2.88,1.35,0.63,3.58,-14.28,0.49,0.36,32.05,0.7,0.46,-0.34,1.6,0.75,0.02,0.64,N
991,14.23,24.79,13.08,6.77,31.2,24.43,22.2,0.05,0.04,0.04,0.06,1.45,-2.34,2.8,1.35,0.52,3.1,19.87,0.38,2.01,-1.27,0.42,0.59,-0.85,0.34,0.59,0.01,0.64,N
992,5.94,22.77,6.06,8.75,48.79,24.38,30.64,0.04,0.04,0.06,0.11,1.78,-6.04,-11.42,0.98,0.54,-35.91,-15.33,0.54,-1.26,2.75,0.38,0.6,-1.08,0.84,0.62,0.01,0.61,N
993,6.41,25.74,8.86,9,55.66,35.94,54.12,0.04,0.06,0.15,0.06,1.23,3.19,-5.77,0.9,0.59,-3.62,-2.34,0.5,2.01,7.64,0.48,0.48,-0.56,1.12,0.65,0,0,N
994,6.12,19.83,10.8,6.83,24.11,85.61,106.32,0.04,0.05,0.03,0.04,0.55,8.82,9.04,0.53,0.52,172.89,-48.04,0.51,-0.26,-3.46,0.38,0.48,-0.5,0.97,0.22,0.02,0.56,N
995,14.78,23.65,12.78,8.12,16.32,19.16,25.31,0.04,0.11,0.04,0.05,2.06,-5.31,-6.9,0.81,0.57,-13.96,-7.05,0.48,1.43,4.22,0.44,0.6,-1.53,1.33,0.86,0.01,0.66,N
996,-1.08,31.12,13.29,11.5,31.29,39.52,42.07,0.07,0.04,0.03,0.03,0.69,-9.07,5.64,0.95,0.47,6.81,-5.21,0.43,-0.87,-0.15,0.39,0.46,-1.41,0.26,0.72,0.01,0.48,N
997,5.46,8.24,13.57,10.88,31.11,173.19,117.36,0.1,0.05,0.06,0.06,0.94,4.09,-4.69,0.55,0.61,-5.83,-4.84,0.51,1,12.04,0.54,0.54,-1.36,1.2,1.11,0.02,0.64,N
998,5.11,12.02,9.7,7.06,46.43,55.26,93.37,0.05,0.16,0.08,0.04,0.73,13.64,4.3,0.51,0.51,29.5,8.04,0.54,0.78,-12.91,0.32,0.43,-0.94,1.29,0.11,0.01,0.61,N
999,6,53.17,8.36,10.67,16.68,389.83,543.32,0.03,0.05,0.04,0.08,0.84,3.91,-11.13,0.92,0.49,-4.17,-4.47,0.47,1.12,4.39,0.5,0.47,-1.04,1.13,0.74,0.02,0.64,N
1000,5.35,12.41,9.06,10.12,57.23,34.64,47.7,0.06,0.04,0.05,0.04,0.96,-38.64,2.46,1.12,0.66,4.81,9.97,0.6,1.23,20.4,0.55,0.58,-0.95,0.74,0.65,0.02,0.55,N
1001,7.09,16.79,6.94,8.77,24.26,27.08,22.6,0.03,0.03,0.04,0.04,1.74,-2.86,3.51,1.75,0.54,4.73,4.74,0.39,1.44,1.83,0.12,0.6,-1.13,0.36,0.41,0.01,0.63,N
1002,5.11,15.96,13.77,10.33,27.64,23.12,24.52,0.04,0.06,0.04,0.04,2.11,-4.51,23.64,0.59,0.57,41.45,3.64,0.55,1.1,13.61,0.51,0.45,-0.74,1.3,0.4,0.01,0.63,N
1003,-0.07,19.29,9.62,9.17,27.06,20.77,18.43,0.04,0.06,0.08,0.05,0.7,-4.5,2.08,1.14,0.58,3.34,12.88,0.52,-0.73,-0.3,0.38,0.49,-0.69,1.61,0.45,0.02,0.63,N
1004,4.93,13.39,7.59,18.98,14.74,151.29,146.83,0.1,0.13,0.13,0.13,0.49,-29.28,10.35,1.68,0.53,-32.77,-1.05,0.34,-0.57,-1.5,0.38,0.6,0.67,0.85,0.38,0.02,0.65,N
1005,4.99,21.69,8.05,12.59,14.93,27.6,52.91,0.08,0.04,0.04,0.05,0.54,-63.23,5.85,0.68,0.57,7.13,11.88,0.54,1.66,3.58,0.43,0.5,-0.44,0.5,0.74,0.02,0.6,N
1006,-1.06,86.32,9.26,7.07,16.54,26.03,21.45,0.04,0.04,0.06,0.05,0.57,-5.17,10.29,0.58,0.48,6.83,36.08,0.46,-0.35,-4.38,0.34,0.41,-0.89,0.34,0.31,0.01,0.63,N
1007,4.46,9.26,9.66,7.4,14.9,53.59,64.54,0.04,0.1,0.04,0.03,1,-5.98,2.78,1.12,0.57,5.53,22.43,0.55,2,5.88,0.43,0.6,-0.96,0.76,0.57,0.02,0.59,N
1008,-0.44,37.07,6.95,9.82,23.05,27.73,24.55,0.03,0.06,0.12,0.26,0.68,-2.79,1.21,0.87,0.59,1.91,-36.32,0.51,0.79,7.67,0.44,0.36,-0.75,2.1,0.9,0.01,0.46,N
1009,5.64,35.52,8.16,8.79,13.86,25.28,19.81,0.05,0.19,0.08,0.06,3.99,-3.02,4.17,0.75,0.61,3.72,2.25,0.54,-0.89,1.37,0.42,0.4,-1.08,0.77,0.77,0,0,N
1010,4.79,17.76,12.01,11.65,10.77,61.24,57.4,0.07,0.05,0.05,0.05,14,-3.62,-18.62,0.26,0.53,-36.04,5.36,0.51,1.13,2.52,0.44,0.52,-1.06,1.45,0.26,0.01,0.6,N
1011,6.25,24.57,7.13,10.97,17.8,45.58,36.61,0.05,0.04,0.04,0.04,0.75,21.8,-6.79,0.63,0.56,-8.95,-5.21,0.48,1.53,8.68,0.44,0.55,-1.32,0.78,0.66,0.02,0.6,N
1012,-1.3,10.07,15.16,8.52,20.96,49.48,45.6,0.05,0.05,0.04,0.04,0.6,3.97,4.92,0.9,0.58,68.3,-16.6,0.53,1.59,5.07,0.46,0.53,-0.68,1.16,0.42,0.03,0.03,N
1013,7.14,21.84,7.13,6.07,14.15,43.11,31.47,0.04,0.12,0.06,0.06,7.15,-57.72,8.97,1.03,0.54,10.39,-12.63,0.56,0.35,35.69,0.72,0.54,-0.73,1.05,0.74,0.01,0.65,N
1014,0.21,12.74,7.98,12.23,53.46,40.64,32.46,0.05,0.04,0.04,0.05,0.44,-6.42,2.62,1.39,0.55,4.23,-14.63,0.47,1.84,8.02,0.48,0.69,-0.44,0.45,0.57,0.02,0.56,N
1015,4.39,15.17,8.13,6.55,28.72,80.51,141.45,0.04,0.03,0.05,0.11,2.47,-9.81,5.39,0.49,0.52,14.36,4.19,0.5,-0.33,-5.17,0.38,0.46,-1.37,1.6,0.49,0.01,0.62,N
1016,4.04,16.57,7.85,6.93,11.85,50.88,38.58,0.05,0.06,0.05,0.05,4.14,-2.16,3.3,1.2,0.59,3.02,5.45,0.56,-0.9,1.51,0.37,0.48,-0.76,0.77,0.26,0.02,0.58,N
1017,7.15,14.27,15.01,7.49,44.42,38.1,43.4,0.06,0.03,0.03,0.03,1.03,-5.71,2.78,1.15,0.46,4.14,-3.75,0.41,-1.12,1.04,0.35,0.56,-1.04,0.62,0.39,0.01,0.33,N
1018,6.67,14.05,9.84,9.91,29.71,28.1,29.35,0.1,0.08,0.07,0.11,1.57,-2.1,-13.58,1.4,0.47,4.83,-5.61,0.43,-1.55,2.35,0.41,0.28,-0.36,1.75,0.81,0,0,N
1019,14.8,19.28,8.64,10.18,15.81,55.2,89.12,0.05,0.06,0.06,0.06,6.28,-1.99,1.94,0.12,0.63,2.58,3.45,0.48,1.19,11.34,0.46,0.41,-0.99,1.45,0.79,0.02,0.6,N
1020,6.46,25.99,9.81,6.73,45.81,35.11,36.05,0.04,0.08,0.04,0.05,1.76,-91.32,4.89,0.74,0.54,14.37,34.46,0.5,1.49,3.46,0.44,0.48,-0.87,0.89,0.62,0.02,0.59,N
1021,13.72,13.89,11.23,7.79,18.96,33.57,45.56,0.07,0.03,0.04,0.04,4.55,-1.79,-29.1,0.91,0.6,16.09,3.32,0.53,-0.2,-4.3,0.36,0.6,-1.4,0.98,-0.11,0.02,0.61,N
1022,5.48,18.51,10.73,15.34,14.71,168.84,221.72,0.05,0.08,0.04,0.03,1.21,-2.74,3.89,0.78,0.53,6.53,2.24,0.49,-0.06,-4.7,0.1,0.56,-0.56,1.7,0.11,0.01,0.61,N
1023,6.21,16.09,30.19,9.38,11.28,57.76,65.86,0.07,0.06,0.03,0.04,0.69,-7.73,47.93,0.98,0.53,14.51,-2.5,0.52,0.95,11.26,0.59,0.5,-0.73,1.72,0.9,0.01,0.46,N
1024,4.38,9.11,6.81,7.42,23.47,31.19,23.16,0.04,0.04,0.05,0.06,1.72,-5.83,25.94,0.81,0.59,13.72,4.11,0.55,-0.61,0.02,0.36,0.49,-1.07,1.16,0.18,0.01,0.5,N
1025,5.96,15.38,8.34,13.45,132.18,54.79,38.77,0.03,0.13,0.13,0.13,2.93,2.94,2.55,-1.82,0.51,-4.76,-1.05,0.3,0.95,1.21,0.32,0.4,0.67,0.34,-0.25,0.02,0.65,N
1026,7.14,28.33,9.72,8.98,19.16,25.77,29.73,0.04,0.04,0.03,0.03,2.01,83.37,-78.58,0.78,0.56,-20.22,5.9,0.52,1.89,5.18,0.46,0.52,-1.51,0.65,0.45,0.02,0.63,N
1027,3.96,25.01,8.02,5.97,34.33,191.97,168.5,0.09,0.09,0.03,0.04,1.06,-14.77,-8.2,0.57,0.58,-20.69,-23.92,0.55,-2.06,6.73,0.42,0.47,-0.83,1.18,0.58,0.02,0.55,N
1028,5.6,27.14,6.56,15.48,32.33,54.37,80.69,0.06,0.05,0.05,0.07,0.53,-15.05,-8.83,0.52,0.51,22.9,-8.11,0.51,1.29,8.64,0.49,0.51,-0.62,1.23,0.47,0.03,0.03,N
1029,6.52,37.03,5.71,8.2,15.06,26.86,31.36,0.03,0.05,0.04,0.05,4.51,-4.5,2.82,1.23,0.58,3.99,3.3,0.52,0.99,6.99,0.38,0.55,-1.93,0.4,0.62,0.01,0.63,N
1030,6.16,10.81,9.6,9.09,46.83,31.1,44.09,0.06,0.13,0.08,0.08,1.07,-1.85,22.03,1.02,0.62,5.02,-4.52,0.37,-0.97,-0.82,0.42,0.49,-0.56,1.79,0.57,0.02,0.63,N
1031,4.21,15.52,7.35,8.38,13.89,41.31,96.31,0.04,0.04,0.05,0.04,9.63,-2.98,-18.34,0.81,0.58,-33.33,4.55,0.53,1.45,3.01,0.47,0.52,-1.08,1.75,0.41,0.02,0.64,N
1032,5.09,17.72,8.7,9.68,9.28,41.46,30.75,0.03,0.04,0.04,0.06,1,-1.33,36.86,0.54,0.58,4.53,8.92,0.59,-1.2,2.07,0.39,0.58,-1.24,1.09,0.25,0.01,0.49,N
1033,14.59,30.59,11.54,10.21,34.94,83.9,65.54,0.06,0.04,0.06,0.16,1.28,-1.15,2.34,1.27,0.61,1.41,4.03,0.44,1.53,7.2,0.44,0.58,0.49,0.81,0.63,0.02,0.61,N
1034,6.5,24.19,8.35,11.11,19.52,38.86,67.44,0.06,0.04,0.05,0.05,2.71,6.97,5.97,0.32,0.52,-18.02,-14.56,0.55,-0.26,-7.27,0.37,0.49,-1.17,0.89,0.78,0.02,0.64,N
1035,4.92,14.22,23.64,8.95,11.9,34.97,49.77,0.06,0.05,0.03,0.04,0.92,-3.18,5.35,0.86,0.68,4.73,8.47,0.59,0.56,30.17,0.68,0.59,-0.77,1.36,0.52,0.02,0.61,N
1036,5.2,22.82,8.82,6.37,22.8,28.82,66.43,0.05,0.03,0.12,0.13,0.74,-22.97,42.07,0.91,0.53,-15.46,-28.51,0.54,-0.65,-2.87,0.39,0.57,-1.37,1.12,0.67,0.01,0.65,N
1037,17.24,23.92,7.68,8.45,14.4,79.09,72.13,0.05,0.05,0.06,0.07,7.04,-3.31,-14.96,0.37,0.57,61.83,-4.2,0.53,1.4,5.23,0.42,0.57,-1.13,0.98,0.68,0.01,0.48,N
1038,5.74,30.99,11.22,8.71,23.13,166.45,133.68,0.03,0.09,0.05,0.06,0.71,-70.69,15.64,1.17,0.63,-102.54,-6.81,0.5,1.34,5.59,0.47,0.48,-0.94,0.98,0.5,0.02,0.63,N
1039,5.36,31.31,9.93,8.05,29.08,25.03,22.01,0.04,0.06,0.07,0.08,5.16,-2.59,4.88,0.96,0.62,4.7,-8.66,0.49,1.47,11.74,0.5,0.57,-0.43,1.45,0.75,0.01,0.51,N
1040,4.65,31.5,6.82,8.13,14.03,28.53,38.76,0.06,0.04,0.04,0.05,0.7,-2.61,11.69,0.81,0.57,6.36,-4.59,0.49,-1.02,1.55,0.41,0.61,-0.75,0.72,0.34,0.01,0.51,N
1041,4.26,24.68,7.1,17.22,17.29,112.99,37.08,0.03,0.13,0.13,0.13,0.69,-2.43,3.88,2.39,0.53,3.37,-2.4,0.34,-1.69,1.92,0.44,0.87,0.69,0.3,-0.1,0.01,0.61,N
1042,5.46,28.17,7.74,9.81,22.37,274.68,378.5,0.05,0.04,0.04,0.05,1.65,0.81,-26.91,0.65,0.49,-2.19,-2.87,0.48,3.18,10.35,0.44,0.41,-1.37,0.71,1.04,0.02,0.64,N
1043,5.39,13.24,8.79,7.16,13.23,61.17,71.37,0.06,0.05,0.05,0.05,1.96,-5.01,90.56,0.7,0.57,22.48,-5.16,0.54,1.65,9.75,0.49,0.53,-0.99,1.11,0.58,0.01,0.55,N
1044,-0.34,18.93,11.91,9.79,13.63,60.28,52.03,0.05,0.07,0.03,0.04,1.04,-15.45,9.11,0.64,0.57,43.59,48.84,0.52,1.43,-0.1,0.41,0.53,-1.26,1.1,0.2,0.02,0.61,N
1045,-1.48,11.52,8.73,9.95,24,28.76,39.4,0.04,0.03,0.04,0.04,3.58,-1.81,11.62,1.01,0.49,4.47,3.54,0.5,-0.47,-3.27,0.34,0.56,-1.77,0.64,0.43,0.01,0.52,N
1046,4.47,12.84,10.28,13.58,31.15,43.05,72.75,0.08,0.09,0.09,0.05,0.65,-2.34,4.99,0.78,0.62,2.85,-5.73,0.56,0.62,34.03,0.62,0.58,-0,0.91,0.95,0.02,0.63,N
1047,6.39,19.41,9.23,8.38,12,153.14,120.67,0.11,0.12,0.08,0.08,13.08,-3.68,-6.55,0.52,0.56,-22.83,0.86,0.32,0.28,-9.48,0.37,0.41,-1.33,1.99,0.66,0.02,0.65,N
1048,-1,22.55,9.54,7.21,53.77,43.49,76.62,0.11,0.13,0.13,0.13,1.65,-7.59,2.81,1.91,0.55,10.52,-0.95,0.26,-0.41,-1.64,0.35,0.63,1.27,0.26,0.29,0.02,0.65,N
1049,5.28,16.63,6,12.09,37.43,32.48,47.07,0.05,0.04,0.12,0.13,1.05,-5.46,-8.85,0.43,0.49,-177.66,-13.76,0.57,-1.05,0.33,0.34,0.55,-0.81,0.68,0.79,0.02,0.65,N
1050,3.84,8.79,15.38,10.41,17.11,68.04,24.73,0.15,0.06,0.07,0.06,2.35,-6.77,3.05,0.41,0.55,12.78,3.79,0.5,1.39,-0.73,0.47,0.45,-1.34,2.02,0.31,0.01,0.6,N
1051,4.92,35.16,8.26,15.9,10.84,190.35,159.85,0.05,0.07,0.04,0.07,0.48,10.11,-2.88,0.47,0.55,-3.93,-3.14,0.48,1.21,4.4,0.48,0.58,-1.18,1.07,0.16,0.02,0.62,N
